pincode,city,rainfall,temperature,aqi,traffic,platform_down,historical_orders,current_orders,income,incentive,total_income,disruption_label
641035,Coimbatore,61.592912454143466,36.70691745039351,183.57040629106748,0.7732671553821897,False,146,116,3480,500,3980,0
560001,Bangalore,126.85999369926697,43.68021670407491,341.64601319161096,0.32304197344936386,False,133,39,1170,500,1670,1
560034,Bangalore,127.80539064110593,36.27326539877649,74.8090399806683,0.5718412444594895,False,124,86,2580,500,3080,1
500001,Hyderabad,58.82723992806971,32.43923542555093,165.60072855348997,0.5676219691509401,False,114,114,3420,500,3920,0
625020,Madurai,77.83876521392979,42.055325012723245,166.58555736106916,0.32077161163107343,False,81,40,1200,500,1700,1
500081,Hyderabad,128.31450322677082,31.021210732221714,369.5334363958137,0.8008504400733782,False,109,32,960,500,1460,1
560001,Bangalore,34.141874482292174,40.63875481158662,100.46134828639077,0.5068836197886213,False,107,85,2550,500,3050,0
600020,Chennai,67.80831978156695,27.769277563914468,390.1628740835655,0.9584065240213924,False,117,70,2100,500,2600,1
500001,Hyderabad,146.34800810717397,27.57965144562338,364.5776777173516,0.6608904652485135,False,98,48,1440,500,1940,1
560001,Bangalore,144.41957838524928,25.153848112631355,112.84362073962328,0.6332591087920947,False,145,101,3030,500,3530,1
636001,Salem,90.77078862369137,25.7088941271603,219.33170338279513,0.5087344629256008,False,113,79,2370,500,2870,1
500001,Hyderabad,22.077167070130127,35.83689414615596,352.8666857475957,0.7040521007411747,False,94,75,2250,500,2750,0
600100,Chennai,96.95451085061217,42.89333621128338,371.4196482785219,0.39443654639910153,False,102,61,1830,500,2330,1
625020,Madurai,43.434002933627866,33.01633994805934,384.1059923967932,0.7554739427687531,False,105,63,1890,500,2390,1
625020,Madurai,83.66231026082639,38.85680036229745,316.71492709781694,0.38070944416785957,False,84,41,1230,500,1730,1
600001,Chennai,147.57217289975213,27.780271287793383,256.00624021246756,0.9626875075054346,False,124,61,1830,500,2330,1
500081,Hyderabad,56.706522711635415,33.46392121218008,90.61192454427797,0.5531710809427614,False,113,113,3390,500,3890,0
625020,Madurai,62.22653420865066,44.14216917488673,96.29133913183966,0.835059713650212,False,82,49,1470,500,1970,1
641001,Coimbatore,68.3715906068334,33.53031501883918,242.6509999821577,0.37047803382799477,False,149,149,4470,500,4970,0
500081,Hyderabad,141.00602558042823,38.513641908205415,100.51244315985721,0.43019009652868495,False,98,68,2040,500,2540,1
500001,Hyderabad,63.67716580169896,43.81899569641811,322.55074527827816,0.3099550055901825,False,106,63,1890,500,2390,1
641001,Coimbatore,110.72821939177025,31.766452528637593,309.613851996682,0.8792023690391746,False,144,43,1290,500,1790,1
500081,Hyderabad,130.87584111666771,40.57618862870022,76.53331612695683,0.33037518784705927,False,146,72,2160,500,2660,1
600020,Chennai,22.704730790252835,38.520935410677936,305.3754956549393,0.8716458734349561,False,99,59,1770,500,2270,1
625001,Madurai,110.95988344063217,42.82287454013544,244.24181775152454,0.8519215156365383,False,112,33,990,500,1490,1
600020,Chennai,45.49291200947589,43.68449447937753,94.43284422925885,0.44055136438054177,False,81,64,1920,500,2420,0
600001,Chennai,130.9853409551325,43.75915745118398,246.47043753589526,0.7183890129205724,False,81,40,1200,500,1700,1
560034,Bangalore,15.68207821544742,38.697592558757435,141.22189297816823,0.45647513172292153,False,118,118,3540,500,4040,0
600020,Chennai,131.90922595454802,34.96911351323372,376.34764320531076,0.785597437211653,False,98,48,1440,500,1940,1
600020,Chennai,5.695663786805744,37.52296774599357,332.86550849177985,0.4727565102832204,False,146,116,3480,500,3980,0
560034,Bangalore,12.044961045265168,31.058370809047414,62.134337558626655,0.557610091521067,False,124,124,3720,500,4220,0
560034,Bangalore,137.40188419115725,26.3976307359863,147.47919010711342,0.6171564703724337,False,135,94,2820,500,3320,1
600020,Chennai,140.95147470272173,40.1165720428662,236.31470184526844,0.7538723167379475,False,120,59,1770,500,2270,1
625001,Madurai,44.06237715873015,31.866448277712458,148.06106414524132,0.771131698887206,False,122,97,2910,500,3410,0
625001,Madurai,128.0555736798749,36.24313066956276,135.98898059573128,0.8395928408774405,False,121,60,1800,500,2300,1
625001,Madurai,82.42910013754401,41.341366479243206,182.36841832092966,0.9261689951434195,True,96,28,840,500,1340,1
641001,Coimbatore,146.47946566496245,35.77646599613175,60.99118467317635,0.6753391819582286,False,80,56,1680,500,2180,1
625020,Madurai,63.86287398433998,33.40893791536511,95.55625149478135,0.49363863861675195,True,102,61,1830,500,2330,1
600020,Chennai,91.25132784889695,43.76665702684564,50.01628068641807,0.8887476368891443,False,89,53,1590,500,2090,1
600001,Chennai,66.79348285351979,37.644249838461306,178.98842431685668,0.4569731698874504,False,134,134,4020,500,4520,0
500081,Hyderabad,139.6516499769028,40.56868792406252,189.47694154216813,0.6712810425838635,False,148,73,2190,500,2690,1
500001,Hyderabad,123.80889487956922,36.17897719416184,150.675994773147,0.659090693964927,False,121,84,2520,500,3020,1
600020,Chennai,125.56123329692574,37.1666795094751,151.34679083083054,0.3338213704705284,False,132,92,2760,500,3260,1
641001,Coimbatore,41.318750770461214,29.920061028084284,207.5416746492398,0.5864324433415091,False,139,139,4170,500,4670,0
641001,Coimbatore,48.71262813260784,33.215383121412415,311.1538495661788,0.9204474891272596,False,91,54,1620,500,2120,1
625001,Madurai,77.03017062038555,29.86774181172727,123.34939762018219,0.7740207335584675,False,85,42,1260,500,1760,1
625020,Madurai,52.366207567360334,27.27544332906148,84.92275737029837,0.5459970299472698,False,120,120,3600,500,4100,0
560034,Bangalore,109.26962040586068,28.47065842300103,128.82723096844404,0.6773189438553682,False,116,81,2430,500,2930,1
625001,Madurai,36.912295477804335,27.349636035029533,361.2278448824161,0.9497194430360569,False,101,60,1800,500,2300,1
560034,Bangalore,41.99511951792799,44.76132455289148,99.51957383940625,0.8731858524601914,False,101,80,2400,500,2900,0
560001,Bangalore,89.41661372876506,39.04180933982125,327.5207271406805,0.8913181115173554,False,136,108,3240,500,3740,0
560034,Bangalore,47.31052587020207,33.78892177746707,133.98554204864402,0.33198911262634817,False,143,143,4290,500,4790,0
641001,Coimbatore,16.349401282903912,29.381819907907964,136.06893624413954,0.8352370745672724,False,134,107,3210,500,3710,0
625020,Madurai,118.07171593203118,29.483491027041985,380.52667213441,0.3441879770416066,False,98,48,1440,500,1940,1
500001,Hyderabad,69.96488977086851,36.34469452745346,103.00677558047101,0.8699223364565778,False,102,81,2430,500,2930,0
625001,Madurai,134.97702169555583,31.190201331044488,352.1605640100415,0.7866006406313042,False,144,43,1290,500,1790,1
600001,Chennai,70.49471449009002,27.73742439740697,241.63474084687863,0.7483747366786253,False,89,89,2670,500,3170,0
600001,Chennai,139.67715779619965,44.06350730685991,336.8595262917842,0.8641393885660555,False,105,31,930,500,1430,1
600100,Chennai,5.493515718620073,43.840601987747796,274.54692530436853,0.32977995532403576,True,126,50,1500,500,2000,1
636001,Salem,32.65664533984599,42.55109856549857,274.7634492560668,0.5040865619927422,False,97,77,2310,500,2810,0
500001,Hyderabad,98.40105166648685,35.178873557961076,234.45733331668026,0.3377768177593362,False,119,83,2490,500,2990,1
625001,Madurai,117.17478156546899,41.350618684319876,196.5841842684465,0.4407703574591143,False,148,73,2190,500,2690,1
625020,Madurai,109.47650306068307,31.27716831134858,99.69468606620555,0.9169108386651155,False,141,70,2100,500,2600,1
641001,Coimbatore,43.613461399281626,30.11328537903062,244.94830151227265,0.8143838855427807,False,144,115,3450,500,3950,0
641035,Coimbatore,62.80896489355297,34.23957284882031,72.59419058486236,0.8416508629988904,False,106,84,2520,500,3020,0
600020,Chennai,49.81978803142375,36.67566453051205,180.71695525885323,0.5261562112194085,False,102,102,3060,500,3560,0
641035,Coimbatore,46.143825354383885,27.37823734776966,112.93171595034806,0.5578563765595175,False,139,139,4170,500,4670,0
600020,Chennai,80.61668240058547,32.84264086247286,337.80488436006004,0.874211452667321,False,87,52,1560,500,2060,1
636001,Salem,45.50286710417956,44.933253446149685,280.4642569657758,0.3493371608189275,False,88,70,2100,500,2600,0
600001,Chennai,8.509711561344735,39.42957482424682,237.06512196922253,0.48300961530352304,True,106,63,1890,500,2390,1
600100,Chennai,65.658723969512,41.643781806975625,392.73075576281707,0.372164254390985,False,96,57,1710,500,2210,1
560001,Bangalore,12.644029245063205,32.38112265857116,71.61521630717982,0.4104751407909796,False,131,131,3930,500,4430,0
500081,Hyderabad,70.66914642545149,36.3008022390822,61.52691018293093,0.49183269002520197,False,97,97,2910,500,3410,0
500081,Hyderabad,33.08957011012006,25.131625138584347,271.339068724928,0.6709824395854982,False,101,101,3030,500,3530,0
500081,Hyderabad,103.60297519151625,40.173273463258354,128.59511788667857,0.46227494661633106,False,129,64,1920,500,2420,1
560001,Bangalore,80.61617153542554,35.49554078608949,131.12268942680183,0.8617582196395741,False,94,94,2820,500,3320,0
625001,Madurai,116.81599206148728,26.657616511815018,272.4127216031675,0.5933326419019058,False,134,93,2790,500,3290,1
641001,Coimbatore,56.17863486013942,43.53694137152425,88.12453086520748,0.5869089422915053,False,88,70,2100,500,2600,0
636001,Salem,4.573948220662638,33.973610701796126,181.37157786674072,0.9989928338547518,False,146,116,3480,500,3980,0
600001,Chennai,108.84954442258552,31.13307515077304,315.1948427240782,0.5029709751144674,False,137,109,3270,500,3770,0
500081,Hyderabad,117.18453391854837,31.167882769445043,310.4926516873313,0.3349748112410885,False,141,70,2100,500,2600,1
641035,Coimbatore,71.50883449112051,30.98324074283721,259.29437271012637,0.7649053293183488,False,117,93,2790,500,3290,0
641035,Coimbatore,34.568828340233416,41.38428365960725,89.29043766248618,0.7288200764443886,False,133,79,2370,500,2870,1
600100,Chennai,19.99510482830067,40.83650793898665,139.9036885530512,0.5110984011450113,False,114,91,2730,500,3230,0
641001,Coimbatore,3.4552109203876413,40.79449952911775,395.71513353683144,0.6626437100392379,True,140,42,1260,500,1760,1
636001,Salem,2.325828751481235,32.15809739965681,320.6904827094632,0.35714910044306664,False,109,87,2610,500,3110,0
641035,Coimbatore,81.43931193309018,35.140075089967866,148.03777790441853,0.8506365535632125,False,95,47,1410,500,1910,1
500081,Hyderabad,27.246127138029575,35.4085742073419,130.8582306022356,0.7835063621224512,False,135,135,4050,500,4550,0
636001,Salem,0.8170761409062366,25.88853570321504,272.77555427389484,0.31961639958643,False,80,80,2400,500,2900,0
560001,Bangalore,120.56084065221897,35.134050404408555,324.83022982893334,0.9597055425822161,False,97,29,870,500,1370,1
600020,Chennai,121.06547341500983,28.60624122883244,245.29719780756668,0.780660184786826,False,127,88,2640,500,3140,1
600020,Chennai,57.40901919091624,40.66344455685486,50.6789553610761,0.7998171207724294,False,110,88,2640,500,3140,0
625001,Madurai,98.71670818299678,41.839765596202355,314.7877566471451,0.8696285076674761,False,148,44,1320,500,1820,1
500001,Hyderabad,22.293791270442696,37.97844808223726,176.64134576360544,0.3694415247099792,False,140,140,4200,500,4700,0
600020,Chennai,119.29789866021196,33.65673609632388,183.26083367792296,0.6847448650234592,False,130,130,3900,500,4400,0
560034,Bangalore,144.9703506507009,25.557429754698706,193.7258071954504,0.3518188287250977,False,127,88,2640,500,3140,1
641001,Coimbatore,10.999915513870778,35.36346423598434,57.81578205115171,0.3860499158093703,False,150,150,4500,500,5000,0
600001,Chennai,114.62539986137637,37.820193196854156,180.46254716853716,0.8033557036061172,False,106,106,3180,500,3680,0
500081,Hyderabad,43.479681186273055,31.18083018776087,170.63253378305654,0.7559910720739121,False,142,142,4260,500,4760,0
600100,Chennai,40.06319378769924,41.33789864007548,229.11683880576268,0.6662511972032119,False,95,76,2280,500,2780,0
500001,Hyderabad,114.39717375168284,42.39198298795077,84.75969437404092,0.9439640091015702,False,131,39,1170,500,1670,1
500001,Hyderabad,32.71447319483993,28.40730787519967,281.74727329173317,0.7505368291093246,True,80,48,1440,500,1940,1
500001,Hyderabad,51.72063651341749,39.83267669812655,181.48244577219933,0.6700489101472494,False,82,82,2460,500,2960,0
560001,Bangalore,65.50179274526889,36.15917006996461,241.67244952464443,0.3278894573335789,False,130,130,3900,500,4400,0
500081,Hyderabad,120.1621799126084,36.329473026005445,386.3115996106203,0.7001662323492169,False,82,40,1200,500,1700,1
600100,Chennai,34.810157461978605,34.91752867740611,205.584787250686,0.7897055976279053,False,93,93,2790,500,3290,0
625020,Madurai,27.041232576081704,25.64777609058112,284.42711202479734,0.4000845685814963,False,118,118,3540,500,4040,0
500001,Hyderabad,117.28498640008746,43.54926826557124,237.15375206879133,0.6745359594194855,False,139,69,2070,500,2570,1
560034,Bangalore,67.71311035199173,25.3753568485444,289.35709510664617,0.45869663894071067,True,117,70,2100,500,2600,1
600100,Chennai,64.6918741565557,40.52572140621068,373.4782196700712,0.8067572680815058,False,82,49,1470,500,1970,1
600020,Chennai,142.19981666033124,39.62108407552269,307.9457196447605,0.39967447217931384,False,115,57,1710,500,2210,1
636001,Salem,62.962086404461026,25.50554016492269,143.6638688687462,0.4638786843909964,False,142,142,4260,500,4760,0
641035,Coimbatore,99.55455274548429,28.217416028548307,277.07267144708305,0.8006053948516463,False,138,68,2040,500,2540,1
500001,Hyderabad,11.995288127373838,27.075603315126187,379.16712793101357,0.5064603550231956,False,132,105,3150,500,3650,0
600001,Chennai,147.44922556471724,41.71869272029654,283.9128070132755,0.7268577931467805,False,144,71,2130,500,2630,1
600100,Chennai,134.05988919445653,36.65242802262106,137.15703777042148,0.5334892266052523,False,142,99,2970,500,3470,1
600100,Chennai,109.44853930935875,31.47286733015043,174.03866250606904,0.30779372799640903,False,87,87,2610,500,3110,0
625001,Madurai,131.7692899800818,32.87050174781833,385.0077779952454,0.9816747575482931,False,134,40,1200,500,1700,1
625020,Madurai,129.20923820232915,31.56119452615968,132.78543543293233,0.6133667228091586,False,90,62,1860,500,2360,1
600001,Chennai,96.75198555041065,36.04064605959698,99.88753543804151,0.6584692468912482,False,81,81,2430,500,2930,0
500001,Hyderabad,98.36274602760442,25.940640524154666,343.836448924319,0.6530361409864389,False,145,72,2160,500,2660,1
625001,Madurai,46.343467156846486,34.34661824200947,228.57746331930826,0.6505956449465784,False,106,84,2520,500,3020,0
600100,Chennai,134.95371994919188,37.03545968071882,128.08422158442247,0.8898851417126776,False,112,55,1650,500,2150,1
560001,Bangalore,10.037898614175777,43.27924817537935,176.27520200274165,0.40679763695351095,False,146,116,3480,500,3980,0
636001,Salem,24.45114202641321,41.16135399513894,316.1788338636878,0.593622731273495,False,135,81,2430,500,2930,1
560001,Bangalore,44.42903274092695,36.79267598433036,322.7605059213454,0.4751635675794821,False,147,117,3510,500,4010,0
560001,Bangalore,54.49460832478863,31.116059672979787,325.21890240739674,0.44154615409318776,False,96,76,2280,500,2780,0
625001,Madurai,45.45069806327328,28.590964128513257,292.5423512922141,0.9512010900674626,False,113,90,2700,500,3200,0
600020,Chennai,83.2788452190611,34.30995664328591,369.02893506679754,0.9935942691149295,False,105,63,1890,500,2390,1
500001,Hyderabad,64.38198706243983,37.57958618764384,340.3394960047572,0.6443814813782087,False,99,79,2370,500,2870,0
600020,Chennai,30.501765665914714,36.1617323333752,86.20008827633993,0.61442984458861,False,137,137,4110,500,4610,0
636001,Salem,101.95763201364657,38.74254429484489,385.94150440552374,0.3327900338076178,False,102,50,1500,500,2000,1
641035,Coimbatore,135.1685084020622,26.56486596363869,102.05400152718107,0.8625630897143479,False,129,64,1920,500,2420,1
641001,Coimbatore,134.5448944482692,27.061544414518195,335.40496480452265,0.4767200575721614,False,101,50,1500,500,2000,1
625020,Madurai,137.2117699832554,39.400482784052265,284.219179897202,0.5428347811547872,False,135,94,2820,500,3320,1
641001,Coimbatore,89.28493312625044,28.27020141224543,68.61319047710509,0.5372123155997232,False,141,98,2940,500,3440,1
600100,Chennai,62.35707722706915,35.604217097017894,87.26738943316143,0.36720748157738536,False,142,142,4260,500,4760,0
600020,Chennai,90.89193692503366,41.63891557065242,181.12326615874082,0.5182763581519219,False,102,81,2430,500,2930,0
600020,Chennai,42.68469293924024,25.451262829441703,301.2203849589978,0.519715143420638,False,99,79,2370,500,2870,0
641001,Coimbatore,27.48831795341795,28.33926301531134,206.03659783165588,0.9376098517004985,False,119,95,2850,500,3350,0
560001,Bangalore,53.51787638348341,33.831674381236795,349.71712589875716,0.7503901310115675,False,127,101,3030,500,3530,0
560001,Bangalore,146.8681197645564,37.03513221906306,273.8762970613851,0.8384316720147758,False,92,64,1920,500,2420,1
641001,Coimbatore,103.59539087248955,42.93343023630424,140.84555947256075,0.9624767893162616,False,101,30,900,500,1400,1
500081,Hyderabad,130.83050897696955,39.00207442410834,264.7749224467145,0.9132407882972031,False,144,71,2130,500,2630,1
641035,Coimbatore,61.23934586967758,42.42466329607875,160.81784956594913,0.6564167715424567,False,121,96,2880,500,3380,0
600020,Chennai,74.20107383694,42.9583292703565,295.64812873321114,0.3570572645380006,False,128,102,3060,500,3560,0
560034,Bangalore,17.524005097988592,37.38121895326442,71.96553456757525,0.8536511171969994,False,82,82,2460,500,2960,0
560034,Bangalore,148.3335800452929,35.4990976801777,102.90312633638436,0.5628800750761148,False,104,72,2160,500,2660,1
500081,Hyderabad,28.92569656823727,43.2603003176911,307.8033302028467,0.691251898797909,False,100,60,1800,500,2300,1
600001,Chennai,49.4825905930803,25.584544473637305,248.26383434303403,0.7844389792012264,False,127,127,3810,500,4310,0
560001,Bangalore,26.33423969476861,40.71284333499533,99.13705960046477,0.5310334715723848,False,91,72,2160,500,2660,0
560001,Bangalore,84.04205181055713,28.381013183415746,301.54384498050257,0.876894659749236,False,150,120,3600,500,4100,0
560034,Bangalore,116.63904949812411,29.88209473728002,142.49704955751463,0.6806675961405966,False,124,86,2580,500,3080,1
625020,Madurai,46.17448479917934,43.153238989641906,171.61254932135807,0.8577280852351785,False,125,75,2250,500,2750,1
600100,Chennai,126.74996010731171,33.7543168522657,167.78203112755932,0.9732896333796528,False,93,46,1380,500,1880,1
500001,Hyderabad,54.81233007749156,39.84110104862148,372.51983555995855,0.7740136918213572,True,140,56,1680,500,2180,1
560034,Bangalore,58.86546125031755,31.05561627379635,393.7159702983127,0.7918952576911922,False,125,100,3000,500,3500,0
600020,Chennai,84.66655637441762,30.234677301510445,331.5151259558499,0.897837556628293,True,147,44,1320,500,1820,1
636001,Salem,116.83858028977404,31.43018856784507,212.64216918729437,0.5922438565539746,False,111,77,2310,500,2810,1
600100,Chennai,61.12903852055857,37.01737745473327,200.70080527506653,0.976059970216226,False,133,106,3180,500,3680,0
600001,Chennai,28.510244351117464,28.345980487528333,319.1706343769944,0.6373752847888752,False,104,83,2490,500,2990,0
500001,Hyderabad,16.496591301508097,41.752377169083374,192.07144216124405,0.32350638134015697,False,94,75,2250,500,2750,0
636001,Salem,43.24190847264189,25.371539377741083,251.95807846310683,0.9979530955616129,False,148,118,3540,500,4040,0
625001,Madurai,16.49409315283807,34.70647185185655,298.2444804605513,0.6425324349587282,False,101,101,3030,500,3530,0
641035,Coimbatore,29.00503004247719,44.705701823092944,320.687084139226,0.9077555303684746,False,149,59,1770,500,2270,1
625001,Madurai,110.75653567275116,42.69802294962339,247.454711648779,0.8303701731721358,False,144,43,1290,500,1790,1
500081,Hyderabad,1.2286110606586575,39.84546458342263,184.21028948221755,0.5313483672200385,False,129,129,3870,500,4370,0
600100,Chennai,76.35668437829067,27.20161785985515,293.88855596017845,0.8430329847677442,False,145,145,4350,500,4850,0
636001,Salem,24.18270303622808,34.00302202645517,312.46554907598664,0.9100266581562357,False,112,67,2010,500,2510,1
625020,Madurai,47.75191247370327,43.61520033117384,266.70121002303483,0.8554458059554464,False,97,58,1740,500,2240,1
625020,Madurai,92.92564038333941,36.35939412955629,188.0536769824472,0.760726000485553,False,136,67,2010,500,2510,1
625001,Madurai,60.865684541943125,44.274492650237065,167.83450030613423,0.7260812735081688,False,91,54,1620,500,2120,1
636001,Salem,104.0696635063927,36.246337317192626,371.51072873865695,0.7329940240103491,False,148,44,1320,500,1820,1
600100,Chennai,62.403285321455336,28.08518060059936,158.7808283523696,0.36541413682102264,False,114,114,3420,500,3920,0
500001,Hyderabad,25.027158737389154,39.218242217956956,302.07263031553157,0.6306770739808794,False,128,102,3060,500,3560,0
641001,Coimbatore,89.27240253670232,35.013374587168705,140.53337335441236,0.8645898155709155,False,84,41,1230,500,1730,1
560001,Bangalore,149.66548604769076,33.080303422656065,108.99703811500206,0.7274040189501191,False,85,59,1770,500,2270,1
641001,Coimbatore,83.31747222780223,44.60989196776862,98.82882957689836,0.7075910011424418,False,141,42,1260,500,1760,1
625020,Madurai,35.75230815702532,39.3839340871006,95.93849863380028,0.4574816317320407,False,92,92,2760,500,3260,0
625020,Madurai,8.231694551029921,35.21896442879447,311.5003205955206,0.6436230915252192,False,117,93,2790,500,3290,0
625020,Madurai,83.41561613603623,41.53240829430614,52.04884358057397,0.7261068397480203,False,129,38,1140,500,1640,1
560001,Bangalore,89.14600127357355,35.17875656596034,139.53362619535142,0.754336822743203,False,86,86,2580,500,3080,0
625020,Madurai,68.63648992111273,30.603556852763816,275.60577791957866,0.5042594999627172,False,122,122,3660,500,4160,0
600100,Chennai,37.1799294534893,35.89812901090413,244.35115722876205,0.6931542923099652,False,87,87,2610,500,3110,0
600020,Chennai,14.646839972339842,25.403254860823353,172.78979633861962,0.34243526414342107,False,121,121,3630,500,4130,0
560034,Bangalore,137.45729117652652,37.29485695377805,228.48744861830653,0.6546321259309544,False,129,90,2700,500,3200,1
625001,Madurai,52.82991558090917,25.806280002868192,60.774642425164664,0.7884152778024291,False,127,101,3030,500,3530,0
500081,Hyderabad,84.05595594637933,25.00196660305817,211.6107088932584,0.7570381893791257,False,96,96,2880,500,3380,0
560001,Bangalore,17.99639860113179,43.69116091921445,396.5970070323193,0.3719248009722594,False,130,78,2340,500,2840,1
600020,Chennai,28.908848490814293,31.37325911493665,256.7063797619486,0.3103691055393563,False,138,138,4140,500,4640,0
641001,Coimbatore,2.6360596286006563,37.95603424086047,80.10947804659297,0.9118455825336909,False,131,104,3120,500,3620,0
560034,Bangalore,56.53932328043598,43.42169489532584,313.734998015485,0.9461160042104522,False,102,40,1200,500,1700,1
560034,Bangalore,12.13828829549018,29.900502891515544,181.14530118346522,0.7586655713832451,False,84,84,2520,500,3020,0
600100,Chennai,39.58879773165048,37.1617262424052,382.4925434835001,0.7188854060217567,False,91,72,2160,500,2660,0
625001,Madurai,33.47702204788844,34.42486456485844,122.57369469230711,0.6829106035645542,False,100,80,2400,500,2900,0
636001,Salem,48.04898753488509,39.56934686252306,378.005557477339,0.7831990464589536,False,107,64,1920,500,2420,1
641001,Coimbatore,29.171637417143526,38.779753263514316,72.83224016228439,0.873461357030765,False,104,83,2490,500,2990,0
560001,Bangalore,103.00077654737618,36.65688723945976,200.24027973168967,0.5594051182344002,False,92,64,1920,500,2420,1
625020,Madurai,130.23640845748247,28.4746659495319,140.72675289169513,0.8865468685162083,False,144,71,2130,500,2630,1
560034,Bangalore,61.091246184793626,42.03140663590351,127.83273838743365,0.7476454839687687,False,134,107,3210,500,3710,0
560034,Bangalore,11.679080207273346,31.806919012867844,75.72768993157041,0.8066741333738665,False,139,139,4170,500,4670,0
500081,Hyderabad,78.03654236829219,36.409875302725666,277.00252610812106,0.6534869026228228,True,147,88,2640,500,3140,1
500001,Hyderabad,149.4920739111256,27.686851387012098,166.43390878280786,0.524340820424658,False,150,105,3150,500,3650,1
500081,Hyderabad,53.53709600672898,28.395846972699182,312.5077854894717,0.5946507686206712,False,144,115,3450,500,3950,0
625001,Madurai,8.132540472497741,32.863056380037825,226.2929201265204,0.9545395892325188,False,104,83,2490,500,2990,0
500001,Hyderabad,142.89216875730705,42.99305066350115,229.03300394825322,0.43039986340399006,False,90,44,1320,500,1820,1
636001,Salem,137.93137020879226,40.40738376865288,176.20572622021726,0.8428560960943952,False,131,39,1170,500,1670,1
600020,Chennai,31.78998046854949,26.029407062382766,239.57661422630434,0.9920460153297355,False,107,85,2550,500,3050,0
600020,Chennai,73.53474678337095,26.757073469152676,292.42598550187853,0.5815380331079343,False,102,102,3060,500,3560,0
625001,Madurai,108.09068912030656,34.56202098168232,199.58675563655564,0.646186245771672,False,138,96,2880,500,3380,1
500001,Hyderabad,146.75770275063087,31.96972430234939,197.70211577010835,0.9375095570433996,False,112,55,1650,500,2150,1
600100,Chennai,6.4287619658827175,37.53494085447538,94.71887277534611,0.6030808001442897,False,120,120,3600,500,4100,0
636001,Salem,11.619579809942953,25.85917251470349,187.32253540781906,0.47686391849640136,False,110,110,3300,500,3800,0
560034,Bangalore,103.66830156759698,28.219600095600896,179.59932828285417,0.6816977767640024,False,99,69,2070,500,2570,1
641001,Coimbatore,25.47380679929139,26.613718277945452,173.13487671358587,0.8654125131188668,False,105,84,2520,500,3020,0
560034,Bangalore,79.32252219827211,31.796678854600973,320.1349199617308,0.7629136515024681,False,90,72,2160,500,2660,0
625020,Madurai,127.49444773389463,31.492197857702642,218.98386118258074,0.8414485774809712,False,134,66,1980,500,2480,1
500081,Hyderabad,100.37194764889195,41.08179957333408,297.1198612283228,0.6717871227202283,False,113,56,1680,500,2180,1
625001,Madurai,120.39885337716244,31.673505921030294,345.47009343560086,0.674800795148176,True,85,25,750,500,1250,1
500001,Hyderabad,133.47406806296337,41.91647158932533,280.9634071183999,0.40476440983589923,False,107,53,1590,500,2090,1
600001,Chennai,112.84184342943786,36.62614719827158,256.49810793123737,0.7729018906475632,False,145,145,4350,500,4850,0
500081,Hyderabad,96.11752398331097,37.415440139503936,75.69517850471331,0.3614558006501635,True,150,45,1350,500,1850,1
600001,Chennai,40.94590646836817,25.119332212130157,262.7791108427509,0.4030226287230363,False,104,104,3120,500,3620,0
625001,Madurai,55.42319101699496,34.402102758586885,237.04365858995388,0.507716727093981,False,84,84,2520,500,3020,0
500081,Hyderabad,71.32772196394842,38.39575595065733,380.47754973278506,0.6292543580088837,True,141,56,1680,500,2180,1
625020,Madurai,101.49461345803509,37.02249279249462,336.6598822481961,0.3668541270503646,False,90,44,1320,500,1820,1
600100,Chennai,105.19318386342341,30.427668340516718,108.49258161990385,0.9619489452361374,False,115,92,2760,500,3260,0
500081,Hyderabad,1.5943591638393873,41.819914476747954,237.1739842158782,0.9780643377521758,False,83,49,1470,500,1970,1
500081,Hyderabad,39.816841146759195,28.878511499863073,398.91588870428023,0.8918168229059973,False,135,81,2430,500,2930,1
625020,Madurai,114.86204199296986,34.58052873116178,155.23404145441265,0.4291122566431872,False,81,56,1680,500,2180,1
641035,Coimbatore,119.92549338380894,36.12231208603957,344.50498679051003,0.5637684970268555,False,122,60,1800,500,2300,1
500081,Hyderabad,62.1776334650319,29.026279146211195,395.7237172538129,0.3128456587993209,False,134,107,3210,500,3710,0
625001,Madurai,66.65379417512517,37.71358379246578,310.6974328615721,0.7078491455001904,False,143,85,2550,500,3050,1
560034,Bangalore,115.58774176944826,28.60056475587636,102.82754253587647,0.34754324041834384,False,112,78,2340,500,2840,1
641035,Coimbatore,128.00172499536293,31.70848230450656,158.15982192229603,0.6176465745691704,False,146,102,3060,500,3560,1
560034,Bangalore,111.01165010062311,39.748798119103334,96.62693388394268,0.4840709907726347,False,97,67,2010,500,2510,1
600100,Chennai,68.33256377909923,26.381654145957157,333.56377522244026,0.857159765663501,False,129,77,2310,500,2810,1
625020,Madurai,119.14298243805474,35.873771326196064,127.82316254985639,0.581079226746654,True,80,24,720,300,1020,1
560034,Bangalore,83.26044424115551,41.44947868313952,298.18270676814626,0.6223826633413635,False,101,80,2400,500,2900,0
500081,Hyderabad,55.03731370172821,42.14408186782701,61.22455585553347,0.5160429124859212,False,97,77,2310,500,2810,0
500001,Hyderabad,63.71926100965244,38.148433142873415,217.08785023330952,0.6116791197541782,True,113,67,2010,500,2510,1
600001,Chennai,82.22417832614838,29.56327252188335,212.23246901275795,0.5813200086347448,False,137,137,4110,500,4610,0
